STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES
USW00094728,2014-08-21,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",89,",,W,2400",0.0,",,W,",0.0,",,W,",283.0,",,W",183.0,",,W",,,,,161.0,",,W",10169.0,",,W",10125.0,",,W",189.0,",,W",16.0,",,W",,,,,,,,,,,,,,,,,,,,,67.0,",,W",48.0,",,W",93.0,",,W",,,,,,,,,160.0,",,W",160.0,",,W",,,,,,,,,,,54.0,",,W",85.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-22,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",15,",,W,2400",0.0,",,W,",0.0,",,W,",261.0,",,W",183.0,",,W",,,,,161.0,",,W",10169.0,",,W",10119.0,",,W",183.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,73.0,",,W",56.0,",,W",93.0,",,W",,,,,,,,,110.0,",,W",140.0,",,W",,,,,,,,,,,45.0,",,W",63.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-23,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",3,",,W,2400",0.0,",,W,",0.0,",,W,",250.0,",,W",194.0,",,W",,,,,150.0,",,W",10186.0,",,W",10139.0,",,W",172.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,69.0,",,W",48.0,",,W",84.0,",,W",,,,,,,,,60.0,",,W",70.0,",,W",,,,,,,,,,,58.0,",,W",81.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-24,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",267.0,",,W",178.0,",,W",,,,,144.0,",,W",10203.0,",,W",10152.0,",,W",172.0,",,W",14.0,",,W",,,,,,,,,,,,,,,,,,,,,65.0,",,W",44.0,",,W",81.0,",,W",,,,,,,,,60.0,",,W",20.0,",,W",,,,,,,,,,,45.0,",,W",72.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-25,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",311.0,",,W",178.0,",,W",,,,,144.0,",,W",10207.0,",,W",10159.0,",,W",183.0,",,W",12.0,",,W",,,,,,,,,,,,,,,,,,,,,54.0,",,W",34.0,",,W",84.0,",,W",,,,,,,,,60.0,",,W",350.0,",,W",,,,,,,,,,,45.0,",,W",63.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-26,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",317.0,",,W",211.0,",,W",,,,,167.0,",,W",10200.0,",,W",10152.0,",,W",194.0,",,W",10.0,",,W",,,,,,,,,,,,,,,,,,,,,60.0,",,W",37.0,",,W",82.0,",,W",,,,,,,,,240.0,",,W",170.0,",,W",,,,,,,,,,,31.0,",,W",63.0,",,W",,,,,,,,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-27,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",322.0,",,W",211.0,",,W",,,,,172.0,",,W",10142.0,",,W",10095.0,",,W",206.0,",,W",15.0,",,W",,,,,,,,,,,,,,,,,,,,,57.0,",,W",41.0,",,W",76.0,",,W",,,,,,,,,50.0,",,W",180.0,",,W",,,,,,,,,,,45.0,",,W",85.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-28,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",278.0,",,W",189.0,",,W",,,,,111.0,",,W",10132.0,",,W",10085.0,",,W",167.0,",,W",24.0,",,W",,,,,,,,,,,,,,,,,,,,,46.0,",,W",33.0,",,W",74.0,",,W",,,,,,,,,300.0,",,W",280.0,",,W",,,,,,,,,,,58.0,",,W",94.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-29,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",267.0,",,W",161.0,",,W",,,,,100.0,",,W",10217.0,",,W",10169.0,",,W",150.0,",,W",15.0,",,W",,,,,,,,,,,,,,,,,,,,,52.0,",,W",35.0,",,W",70.0,",,W",,,,,,,,,60.0,",,W",50.0,",,W",,,,,,,,,,,54.0,",,W",81.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-30,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",267.0,",,W",183.0,",,W",,,,,150.0,",,W",10230.0,",,W",10186.0,",,W",178.0,",,W",10.0,",,W",,,,,,,,,,,,,,,,,,,,,62.0,",,W",45.0,",,W",74.0,",,W",,,,,,,,,180.0,",,W",180.0,",,W",,,,,,,,,,,36.0,",,W",76.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-08-31,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",157,",,W,2400",0.0,",,W,",0.0,",,W,",322.0,",,W",228.0,",,W",,,,,206.0,",,W",10173.0,",,W",10129.0,",,W",222.0,",,W",15.0,",,W",,,,,,,,,,,,,,,,,,,,,76.0,",,W",53.0,",,W",94.0,",,W",,,,,,,,,280.0,",,W",260.0,",,W",,,,,,,,,,,67.0,",,W",134.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-01,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",311.0,",,W",239.0,",,W",,,,,211.0,",,W",10146.0,",,W",10098.0,",,W",233.0,",,W",13.0,",,W",,,,,,,,,,,,,,,,,,,,,73.0,",,W",55.0,",,W",88.0,",,W",,,,,,,,,250.0,",,W",250.0,",,W",,,,,,,,,,,45.0,",,W",67.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-02,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",333.0,",,W",250.0,",,W",,,,,206.0,",,W",10112.0,",,W",10064.0,",,W",233.0,",,W",24.0,",,W",,,,,,,,,,,,,,,,,,,,,61.0,",,W",42.0,",,W",85.0,",,W",,,,,,,,,250.0,",,W",260.0,",,W",,,,,,,,,,,67.0,",,W",157.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-03,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",300.0,",,W",222.0,",,W",,,,,139.0,",,W",10159.0,",,W",10112.0,",,W",189.0,",,W",15.0,",,W",,,,,,,,,,,,,,,,,,,,,50.0,",,W",31.0,",,W",68.0,",,W",,,,,,,,,290.0,",,W",280.0,",,W",,,,,,,,,,,58.0,",,W",94.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-04,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",306.0,",,W",206.0,",,W",,,,,144.0,",,W",10210.0,",,W",10163.0,",,W",189.0,",,W",12.0,",,W",,,,,,,,,,,,,,,,,,,,,52.0,",,W",35.0,",,W",68.0,",,W",,,,,,,,,240.0,",,W",170.0,",,W",,,,,,,,,,,45.0,",,W",85.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-05,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",306.0,",,W",222.0,",,W",,,,,211.0,",,W",10193.0,",,W",10149.0,",,W",228.0,",,W",13.0,",,W",,,,,,,,,,,,,,,,,,,,,75.0,",,W",59.0,",,W",87.0,",,W",,,,,,,,,240.0,",,W",200.0,",,W",,,,,,,,,,,45.0,",,W",76.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-06,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",28,",,W,2400",0.0,",,W,",0.0,",,W,",328.0,",,W",194.0,",,W",,,,,206.0,",,W",10129.0,",,W",10085.0,",,W",228.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,70.0,",,W",52.0,",,W",87.0,",,W",,,,,,,,,310.0,",,W",250.0,",,W",,,,,,,,,,,58.0,",,W",98.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-07,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",272.0,",,W",183.0,",,W",,,,,122.0,",,W",10186.0,",,W",10139.0,",,W",167.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,54.0,",,W",37.0,",,W",81.0,",,W",,,,,,,,,50.0,",,W",50.0,",,W",,,,,,,,,,,54.0,",,W",76.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-08,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",239.0,",,W",183.0,",,W",,,,,117.0,",,W",10254.0,",,W",10200.0,",,W",156.0,",,W",34.0,",,W",,,,,,,,,,,,,,,,,,,,,57.0,",,W",41.0,",,W",70.0,",,W",,,,,,,,,70.0,",,W",60.0,",,W",,,,,,,,,,,63.0,",,W",94.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-09,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",228.0,",,W",172.0,",,W",,,,,139.0,",,W",10234.0,",,W",10190.0,",,W",167.0,",,W",35.0,",,W",,,,,,,,,,,,,,,,,,,,,67.0,",,W",57.0,",,W",71.0,",,W",,,,,,,,,70.0,",,W",50.0,",,W",,,,,,,,,,,67.0,",,W",103.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-10,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",267.0,",,W",172.0,",,W",,,,,144.0,",,W",10186.0,",,W",10139.0,",,W",167.0,",,W",26.0,",,W",,,,,,,,,,,,,,,,,,,,,67.0,",,W",45.0,",,W",78.0,",,W",,,,,,,,,70.0,",,W",60.0,",,W",,,,,,,,,,,63.0,",,W",81.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-11,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",283.0,",,W",206.0,",,W",,,,,172.0,",,W",10125.0,",,W",10081.0,",,W",200.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,67.0,",,W",55.0,",,W",79.0,",,W",,,,,,,,,20.0,",,W",340.0,",,W",,,,,,,,,,,54.0,",,W",94.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-12,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",256.0,",,W",167.0,",,W",,,,,100.0,",,W",10193.0,",,W",10142.0,",,W",144.0,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,53.0,",,W",40.0,",,W",65.0,",,W",,,,,,,,,50.0,",,W",40.0,",,W",,,,,,,,,,,54.0,",,W",81.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-13,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",66,",,W,2400",0.0,",,W,",0.0,",,W,",206.0,",,W",144.0,",,W",,,,,128.0,",,W",10210.0,",,W",10156.0,",,W",144.0,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,75.0,",,W",60.0,",,W",93.0,",,W",,,,,,,,,120.0,",,W",50.0,",,W",,,,,,,,,,,54.0,",,W",81.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-14,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",117.0,",,W",,,,,78.0,",,W",10230.0,",,W",10183.0,",,W",117.0,",,W",14.0,",,W",,,,,,,,,,,,,,,,,,,,,58.0,",,W",38.0,",,W",77.0,",,W",,,,,,,,,360.0,",,W",330.0,",,W",,,,,,,,,,,45.0,",,W",76.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-15,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",128.0,",,W",,,,,67.0,",,W",10213.0,",,W",10166.0,",,W",117.0,",,W",13.0,",,W",,,,,,,,,,,,,,,,,,,,,51.0,",,W",34.0,",,W",72.0,",,W",,,,,,,,,50.0,",,W",50.0,",,W",,,,,,,,,,,40.0,",,W",63.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-16,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",94,",,W,2400",0.0,",,W,",0.0,",,W,",211.0,",,W",144.0,",,W",,,,,117.0,",,W",10159.0,",,W",10112.0,",,W",144.0,",,W",10.0,",,W",,,,,,,,,,,,,,,,,,,,,70.0,",,W",53.0,",,W",90.0,",,W",,,,,,,,,310.0,",,W",290.0,",,W",,,,,,,,,,,40.0,",,W",72.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-17,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",228.0,",,W",128.0,",,W",,,,,72.0,",,W",10163.0,",,W",10112.0,",,W",122.0,",,W",12.0,",,W",,,,,,,,,,,,,,,,,,,,,52.0,",,W",33.0,",,W",75.0,",,W",,,,,,,,,290.0,",,W",290.0,",,W",,,,,,,,,,,40.0,",,W",54.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-18,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",244.0,",,W",139.0,",,W",,,,,83.0,",,W",10163.0,",,W",10115.0,",,W",133.0,",,W",12.0,",,W",,,,,,,,,,,,,,,,,,,,,51.0,",,W",31.0,",,W",78.0,",,W",,,,,,,,,50.0,",,W",40.0,",,W",,,,,,,,,,,58.0,",,W",89.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-19,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",189.0,",,W",122.0,",,W",,,,,67.0,",,W",10264.0,",,W",10213.0,",,W",111.0,",,W",34.0,",,W",,,,,,,,,,,,,,,,,,,,,56.0,",,W",45.0,",,W",70.0,",,W",,,,,,,,,60.0,",,W",60.0,",,W",,,,,,,,,,,72.0,",,W",103.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-20,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",239.0,",,W",139.0,",,W",,,,,133.0,",,W",10230.0,",,W",10183.0,",,W",161.0,",,W",13.0,",,W",,,,,,,,,,,,,,,,,,,,,69.0,",,W",55.0,",,W",81.0,",,W",,,,,,,,,170.0,",,W",210.0,",,W",,,,,,,,,,,54.0,",,W",94.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-21,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",38,",,W,2400",0.0,",,W,",0.0,",,W,",239.0,",,W",194.0,",,W",,,,,189.0,",,W",10081.0,",,W",10054.0,",,W",200.0,",,W",7.0,",,W",,,,,,,,,,,,,,,,,,,,,85.0,",,W",74.0,",,W",93.0,",,W",,,,,,,,,280.0,",,W",270.0,",,W",,,,,,,,,,,40.0,",,W",72.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-22,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",128.0,",,W",,,,,83.0,",,W",10129.0,",,W",10075.0,",,W",128.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,54.0,",,W",39.0,",,W",76.0,",,W",,,,,,,,,280.0,",,W",280.0,",,W",,,,,,,,,,,67.0,",,W",103.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-23,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",111.0,",,W",,,,,61.0,",,W",10264.0,",,W",10207.0,",,W",111.0,",,W",8.0,",,W",,,,,,,,,,,,,,,,,,,,,52.0,",,W",34.0,",,W",75.0,",,W",,,,,,,,,200.0,",,W",210.0,",,W",,,,,,,,,,,36.0,",,W",72.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-24,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",144.0,",,W",,,,,111.0,",,W",10332.0,",,W",10281.0,",,W",144.0,",,W",25.0,",,W",,,,,,,,,,,,,,,,,,,,,65.0,",,W",51.0,",,W",83.0,",,W",,,,,,,,,60.0,",,W",270.0,",,W",,,,,,,,,,,63.0,",,W",85.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-25,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",81,",,W,2400",0.0,",,W,",0.0,",,W,",178.0,",,W",139.0,",,W",,,,,122.0,",,W",10268.0,",,W",10227.0,",,W",139.0,",,W",37.0,",,W",,,,,,,,,,,,,,,,,,,,,80.0,",,W",60.0,",,W",90.0,",,W",,,,,,,,,70.0,",,W",70.0,",,W",,,,,,,,,,,72.0,",,W",103.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-26,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",250.0,",,W",144.0,",,W",,,,,106.0,",,W",10224.0,",,W",10176.0,",,W",144.0,",,W",19.0,",,W",,,,,,,,,,,,,,,,,,,,,57.0,",,W",40.0,",,W",81.0,",,W",,,,,,,,,30.0,",,W",40.0,",,W",,,,,,,,,,,58.0,",,W",89.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-27,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",283.0,",,W",156.0,",,W",,,,,122.0,",,W",10224.0,",,W",10173.0,",,W",161.0,",,W",11.0,",,W",,,,,,,,,,,,,,,,,,,,,56.0,",,W",33.0,",,W",84.0,",,W",,,,,,,,,40.0,",,W",30.0,",,W",,,,,,,,,,,40.0,",,W",63.0,",,W",,,,,,,,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-28,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",289.0,",,W",178.0,",,W",,,,,144.0,",,W",10190.0,",,W",10146.0,",,W",178.0,",,W",8.0,",,W",,,,,,,,,,,,,,,,,,,,,61.0,",,W",40.0,",,W",81.0,",,W",,,,,,,,,270.0,",,W",250.0,",,W",,,,,,,,,,,40.0,",,W",67.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-29,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",261.0,",,W",194.0,",,W",,,,,144.0,",,W",10142.0,",,W",10095.0,",,W",172.0,",,W",3.0,",,W",,,,,,,,,,,,,,,,,,,,,60.0,",,W",45.0,",,W",71.0,",,W",,,,,,,,,260.0,",,W",240.0,",,W",,,,,,,,,,,40.0,",,W",63.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-09-30,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",167.0,",,W",,,,,144.0,",,W",10142.0,",,W",10091.0,",,W",167.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,72.0,",,W",63.0,",,W",84.0,",,W",,,,,,,,,70.0,",,W",50.0,",,W",,,,,,,,,,,58.0,",,W",76.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-10-01,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",5,",,W,2400",0.0,",,W,",0.0,",,W,",183.0,",,W",161.0,",,W",,,,,139.0,",,W",10169.0,",,W",10122.0,",,W",150.0,",,W",27.0,",,W",,,,,,,,,,,,,,,,,,,,,81.0,",,W",73.0,",,W",87.0,",,W",,,,,,,,,60.0,",,W",40.0,",,W",,,,,,,,,,,63.0,",,W",81.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-10-02,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",211.0,",,W",161.0,",,W",,,,,122.0,",,W",10200.0,",,W",10152.0,",,W",144.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,70.0,",,W",59.0,",,W",81.0,",,W",,,,,,,,,60.0,",,W",50.0,",,W",,,,,,,,,,,58.0,",,W",72.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-10-03,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",217.0,",,W",133.0,",,W",,,,,100.0,",,W",10159.0,",,W",10108.0,",,W",133.0,",,W",19.0,",,W",,,,,,,,,,,,,,,,,,,,,64.0,",,W",44.0,",,W",78.0,",,W",,,,,,,,,70.0,",,W",180.0,",,W",,,,,,,,,,,45.0,",,W",89.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-10-04,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",300,",,W,2400",0.0,",,W,",0.0,",,W,",206.0,",,W",111.0,",,W",,,,,122.0,",,W",10034.0,",,W",9980.0,",,W",144.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,76.0,",,W",47.0,",,W",93.0,",,W",,,,,,,,,280.0,",,W",290.0,",,W",,,,,,,,,,,72.0,",,W",121.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,2014-10-05,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,W,2400",0.0,",,W,",0.0,",,W,",161.0,",,W",78.0,",,W",,,,,11.0,",,W",10112.0,",,W",10064.0,",,W",67.0,",,W",25.0,",,W",,,,,,,,,,,,,,,,,,,,,50.0,",,W",39.0,",,W",58.0,",,W",,,,,,,,,270.0,",,W",260.0,",,W",,,,,,,,,,,67.0,",,W",103.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
